Id,MSSubClass,LotArea,Single Family,Duplex,Floors,Quality,Condition,YearBuilt,YearRemodAdd,BsmtFi0SFY,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,Kitchen,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,PoolArea,MoSold,YearSold,SalePrice
419,50,8160,1,0,1.5,5,6,1940,1950,312,756,0,756,378,1134,1,1,3,1,7,0,1,0,0,0,4,2007,126000
420,20,8450,1,0,1,5,6,1968,1968,775,1056,1,1056,0,1056,1,0,3,1,6,1,1,0,85,0,7,2010,142000
421,90,7060,0,0,1,7,5,1997,1998,1309,1344,1,1344,0,1344,2,0,2,2,8,0,4,0,0,0,11,2008,206300
422,20,16635,1,1,1,6,7,1977,2000,1246,1602,1,1602,0,1602,2,0,3,1,8,1,2,240,0,0,6,2009,215000
423,20,21750,1,0,1,5,5,1954,1954,0,988,1,988,0,988,1,0,2,1,4,0,2,0,0,0,2,2008,113000
424,60,9200,1,0,2,8,5,1998,1998,986,1470,1,1470,1160,2630,2,1,4,1,8,1,3,0,66,0,6,2008,315000
425,20,9000,1,0,1,6,5,1956,1956,616,1196,1,1196,0,1196,1,0,2,1,6,1,1,0,44,0,5,2008,139000
426,60,3378,1,0,2,7,8,1946,1992,0,651,1,707,682,1389,1,1,3,1,6,2,1,0,0,0,9,2009,135000
427,80,12800,1,0,1,7,5,1989,1989,1518,1518,1,1644,0,1644,2,0,2,1,5,1,2,80,0,0,8,2009,275000
428,20,8593,1,0,1,4,6,1957,1957,288,907,1,907,0,907,1,0,3,1,5,0,1,0,0,0,7,2008,109008
429,20,6762,1,0,1,7,5,2007,2007,664,1208,1,1208,0,1208,2,0,2,1,6,0,2,105,54,0,9,2007,195400
430,20,11457,1,0,1,6,5,1988,1988,1005,1392,1,1412,0,1412,2,0,3,1,6,1,2,0,0,0,3,2009,175000
431,160,1680,0,0,2,6,5,1971,1971,387,483,1,483,504,987,1,1,2,1,4,0,1,0,0,0,7,2008,85400
432,50,5586,1,1,1.5,6,7,1920,1998,0,901,1,1088,110,1198,1,0,4,1,7,0,0,0,98,0,9,2008,79900
433,160,1920,0,0,2,5,5,1971,1971,471,765,1,765,600,1365,1,1,2,1,6,0,2,240,36,0,8,2007,122500
434,60,10839,1,1,2,6,5,1997,1998,0,926,1,926,678,1604,2,1,3,1,7,1,2,0,36,0,7,2008,181000
435,180,1890,0,0,1,4,7,1972,1972,495,630,1,630,0,630,1,0,1,1,3,0,0,88,0,0,6,2008,81000
436,60,10667,1,1,2,7,6,1996,1996,385,799,1,827,834,1661,2,1,3,1,6,1,2,158,61,0,4,2009,212000
437,50,4400,1,0,1.5,6,8,1920,1950,0,648,1,734,384,1118,1,0,2,1,6,0,2,0,0,0,10,2006,116000
438,45,6000,1,0,1.5,6,7,1926,2004,0,884,1,904,0,904,1,0,2,1,4,0,1,0,0,0,1,2009,119000
439,30,4280,1,0,1,5,6,1913,2002,365,440,0,694,0,694,1,0,2,1,4,1,1,0,0,0,3,2007,90350
440,50,12354,1,0,1.5,6,8,1920,2000,0,684,1,684,512,1196,1,0,3,1,7,0,2,0,46,0,8,2009,110000
441,20,15431,1,0,1,10,5,2008,2008,1767,3094,1,2402,0,2402,2,0,2,1,10,2,3,0,72,0,4,2009,555000
442,90,12108,0,0,1,4,4,1955,1955,133,1440,0,1440,0,1440,2,0,4,2,8,0,0,0,0,0,9,2008,118000
443,50,6240,1,1,1.5,5,7,1930,1992,0,1078,1,1128,445,1573,2,0,3,1,8,1,2,0,0,0,6,2008,162900
444,120,3922,0,0,1,7,5,2006,2007,0,1258,1,1258,0,1258,2,0,2,1,6,1,3,144,16,0,6,2007,172500
445,60,8750,1,1,2,7,5,1994,1995,642,915,1,933,975,1908,2,1,4,1,8,1,2,144,133,0,7,2008,210000
446,20,9855,1,0,1,6,5,1956,1956,0,1436,1,1689,0,1689,1,0,3,1,7,1,2,0,0,0,11,2009,127500
447,20,16492,1,0,1,6,6,1966,2002,247,1517,1,1888,0,1888,2,1,2,1,6,1,2,0,0,0,6,2010,190000
448,60,11214,1,0,2,7,5,1998,1999,0,930,1,956,930,1886,2,1,4,1,10,1,2,89,0,0,7,2006,199900
449,50,8600,1,0,1.5,6,6,1937,1950,0,780,1,780,596,1376,2,0,3,1,7,1,1,0,0,0,6,2006,119500
450,50,6000,1,0,1.5,3,7,1948,2002,331,649,1,679,504,1183,1,1,2,1,6,0,1,0,176,0,6,2007,120000
451,30,5684,1,0,1,6,8,1930,2005,0,813,1,813,0,813,1,0,2,1,5,0,1,0,113,0,6,2006,110000
452,20,70761,1,0,1,7,5,1975,1975,655,1533,1,1533,0,1533,2,0,2,1,5,2,2,200,54,0,12,2006,280000
453,60,9303,1,0,2,6,5,1996,1997,742,872,1,888,868,1756,2,1,3,1,7,0,2,144,122,0,7,2007,204000
454,60,9000,1,0,2,8,5,2008,2008,0,768,1,786,804,1590,2,1,3,1,6,0,2,0,30,0,6,2009,210000
455,90,9297,0,0,1,5,5,1976,1976,1606,1728,1,1728,0,1728,2,0,4,2,8,0,2,0,0,0,7,2006,188000
456,20,9600,1,1,1,7,6,1973,1973,916,1242,1,1242,0,1242,1,1,3,1,6,1,2,0,0,0,9,2007,175500
457,70,4571,1,0,2,5,5,1916,1950,0,624,0,624,720,1344,1,0,4,1,7,0,3,0,0,0,5,2008,98000
458,20,53227,1,0,1,4,6,1954,1994,1116,1364,1,1663,0,1663,1,0,2,1,6,2,2,224,137,0,3,2008,256000
459,70,5100,1,0,2,8,7,1925,1996,0,588,1,833,833,1666,1,0,3,1,7,1,1,192,63,0,6,2008,161000
460,50,7015,1,0,1.5,5,4,1950,1950,185,709,1,979,224,1203,1,0,3,1,5,1,1,0,0,0,7,2009,110000
461,60,8004,1,0,2,8,5,2009,2009,544,832,1,832,1103,1935,2,1,3,1,8,0,2,0,150,0,12,2009,263435
462,70,7200,1,0,2,7,9,1936,2007,350,560,1,575,560,1135,1,0,3,1,6,0,2,256,0,0,4,2009,155000
463,20,8281,1,0,1,5,5,1965,1965,553,864,1,864,0,864,1,0,3,1,5,1,1,0,0,0,12,2009,62383
464,70,11988,1,0,2,6,7,1934,1995,326,715,1,849,811,1660,1,1,3,1,6,1,1,0,0,0,8,2008,188700
465,20,8430,1,0,1,5,5,1978,1978,616,1040,1,1040,0,1040,2,0,3,1,5,0,0,0,0,0,8,2009,124000
466,120,3072,0,0,1,7,5,2004,2004,0,1375,1,1414,0,1414,2,0,2,1,6,1,2,144,20,0,5,2006,178740
467,20,10628,1,1,1,7,5,1970,1970,778,1277,1,1277,0,1277,1,0,2,1,5,1,2,0,0,0,4,2007,167000
468,70,9480,1,0,2,5,7,1942,1995,386,728,1,888,756,1644,1,1,3,1,7,2,1,168,0,0,6,2007,146500
469,20,11428,1,0,1,8,5,2006,2006,0,1626,1,1634,0,1634,2,0,3,1,7,1,3,0,44,0,5,2007,250000
470,60,9291,1,0,2,6,5,1993,1993,426,832,1,832,878,1710,2,1,3,1,7,0,2,144,70,0,6,2008,187000
471,120,6820,0,0,1,8,5,1985,1985,368,1488,1,1502,0,1502,1,1,1,1,4,0,2,0,54,0,6,2010,212000
472,60,11952,1,1,2,7,6,1977,1977,0,808,1,1161,808,1969,2,1,3,1,8,1,2,0,0,0,11,2007,190000
473,180,3675,0,0,1,6,5,2005,2005,459,547,1,1072,0,1072,1,0,2,1,5,0,2,0,28,0,6,2008,148000
474,20,14977,1,1,1,8,5,2006,2007,1350,1976,1,1976,0,1976,2,0,2,1,7,1,3,250,63,0,7,2007,440000
475,120,5330,0,0,1,8,5,2000,2000,1196,1494,1,1652,0,1652,2,0,2,1,6,0,2,96,48,0,8,2007,251000
476,20,8480,1,1,1,5,6,1963,1963,630,970,1,970,0,970,1,0,2,1,5,0,2,0,24,0,7,2007,132500
477,20,13125,1,0,1,6,5,1997,1998,994,1478,1,1493,0,1493,2,0,3,1,7,1,2,140,39,0,4,2008,208900
478,60,13693,1,0,2,9,5,2006,2006,0,2153,1,2069,574,2643,2,1,3,1,9,1,3,414,84,0,3,2007,380000
479,20,10637,1,0,1,8,5,2007,2008,1288,1705,1,1718,0,1718,2,0,3,1,7,1,3,208,44,0,9,2009,297000
480,30,5925,1,0,1,4,7,1937,2000,168,907,1,1131,0,1131,1,0,2,1,7,0,2,0,72,0,3,2007,89471
481,20,16033,1,0,1,9,5,2004,2005,1261,1833,1,1850,0,1850,2,0,3,1,8,1,3,519,112,0,3,2006,326000
482,20,11846,1,0,1,9,5,2003,2004,1567,1792,1,1792,0,1792,2,0,2,1,6,1,3,206,49,0,8,2006,374000
483,70,2500,1,0,2,7,8,1915,2005,299,910,1,916,910,1826,1,1,4,1,7,1,1,0,0,0,6,2009,155000
484,120,4500,0,0,1,6,5,1998,1998,897,1216,1,1216,0,1216,2,0,2,1,5,0,2,0,125,0,5,2006,164000
485,20,7758,1,1,1,5,7,1962,2001,588,999,1,999,0,999,1,0,3,1,6,0,1,0,132,0,3,2007,132500
486,20,9600,1,0,1,5,7,1950,2007,607,1113,1,1113,0,1113,1,0,3,1,5,1,1,0,80,0,7,2009,147000
487,20,10289,1,0,1,5,7,1965,1965,836,1073,1,1073,0,1073,1,1,3,1,6,0,2,0,0,0,6,2007,156000
488,20,12243,1,0,1,5,6,1971,1971,998,1484,1,1484,0,1484,2,0,3,1,7,1,2,224,0,0,2,2007,175000
489,190,10800,0,0,1.5,5,4,1900,1970,664,954,0,1766,648,2414,2,0,3,2,10,1,2,142,0,0,5,2006,160000
490,180,1526,0,0,1,4,8,1970,2002,515,630,1,630,0,630,1,0,1,1,3,0,1,0,0,0,5,2009,86000
491,160,2665,0,1,2,5,6,1976,1976,0,264,1,616,688,1304,1,1,3,1,4,1,1,141,24,0,6,2008,115000
492,50,9490,1,1,1.5,6,7,1941,1950,403,806,1,958,620,1578,1,0,3,1,5,2,1,0,0,0,8,2006,133000
493,60,15578,1,0,2,6,5,2006,2006,0,728,1,728,728,1456,2,1,3,1,8,0,2,0,0,0,5,2006,172785
494,20,7931,1,0,1,5,6,1960,1960,374,1269,1,1269,0,1269,1,1,3,1,6,1,1,0,0,0,6,2008,155000
495,30,5784,1,0,1,5,8,1938,1996,0,190,1,886,0,886,1,0,2,1,4,0,1,144,20,0,12,2009,91300
496,30,7879,1,0,1,4,5,1920,1950,495,720,0,720,0,720,1,0,2,1,4,0,0,0,523,0,11,2009,34900
497,20,12692,1,0,1,8,5,1992,1993,1231,3200,1,3228,0,3228,3,0,4,1,10,1,2,264,75,0,5,2007,430000
498,50,9120,1,0,1.5,7,6,1925,1950,329,1026,1,1133,687,1820,2,0,4,1,8,0,1,0,100,0,6,2008,184000
499,20,7800,1,0,1,5,7,1967,2004,450,864,1,899,0,899,1,0,3,1,5,0,1,64,0,0,6,2009,130000
500,20,7535,1,0,1,5,7,1958,1985,111,912,1,912,0,912,1,0,2,1,5,0,1,12,285,0,6,2007,120000
501,160,1890,0,0,2,6,5,1973,1973,356,672,1,672,546,1218,1,1,3,1,7,0,1,144,28,0,5,2007,113000
502,60,9803,1,1,2,7,5,2005,2005,400,866,1,866,902,1768,2,1,3,1,7,0,2,0,108,0,2,2008,226700
503,20,9170,1,0,1,5,7,1965,1965,698,1214,1,1214,0,1214,1,0,2,1,6,0,2,0,0,0,4,2007,140000
504,20,15602,1,0,1,7,8,1959,1997,1247,1501,1,1801,0,1801,2,0,1,1,6,2,2,0,54,0,3,2010,289000
505,160,2308,0,0,2,6,5,1974,1974,257,855,1,855,467,1322,2,1,3,1,6,1,2,260,0,0,6,2009,147000
506,90,7596,0,1,2,5,5,1952,1952,0,960,1,960,1000,1960,2,0,4,2,10,0,2,0,0,0,7,2009,124500
507,60,9554,1,1,2,8,5,1993,1994,380,777,1,1065,846,1911,2,1,3,1,8,1,2,182,81,0,9,2006,215000
508,20,7862,1,0,1,6,5,2009,2009,27,1218,1,1218,0,1218,2,0,2,1,4,0,2,0,102,0,9,2009,208300
509,70,9600,1,0,2,7,9,1928,2005,141,689,1,689,689,1378,2,0,3,1,7,1,2,0,0,0,10,2008,161000
510,20,9600,1,0,1,5,6,1959,1959,991,1041,1,1041,0,1041,1,0,3,1,6,0,1,224,88,0,7,2009,124500
511,20,14559,1,0,1,5,7,1951,2000,650,1008,1,1363,0,1363,1,0,2,1,6,2,1,324,42,0,6,2009,164900
512,120,6792,0,0,1,7,5,2005,2006,0,1368,1,1368,0,1368,2,0,2,1,6,1,2,132,35,0,3,2006,202665
513,20,9100,1,1,1,5,5,1958,1958,521,864,1,864,0,864,1,0,3,1,5,0,2,0,0,0,7,2006,129900
514,20,9187,1,0,1,6,5,1983,1983,336,1084,1,1080,0,1080,1,1,3,1,5,0,2,120,0,0,6,2007,134000
515,45,10594,1,0,1.5,5,5,1926,1950,0,768,0,789,0,789,1,0,2,1,5,0,1,0,0,0,6,2007,96500
516,20,12220,1,0,1,10,5,2009,2009,1436,2006,1,2020,0,2020,2,1,3,1,9,1,3,156,54,0,9,2009,402861
517,80,10448,1,0,1,6,6,1972,1972,0,689,1,1378,741,2119,2,1,3,1,7,1,2,0,104,0,8,2009,158000
518,60,10208,1,0,2,7,5,1996,1997,0,1264,1,1277,1067,2344,2,1,3,1,7,1,3,220,0,0,7,2009,265000
519,60,9531,1,0,2,6,5,1998,1998,706,794,1,882,914,1796,2,1,3,1,7,0,2,0,36,0,5,2007,211000
520,70,10918,1,0,2,7,9,1926,2004,0,1276,1,1276,804,2080,1,1,3,1,9,2,1,0,0,0,6,2009,234000
521,190,10800,0,0,2,4,7,1900,2000,0,0,0,694,600,1294,2,0,3,2,7,0,0,220,114,0,8,2008,106250
522,20,11988,1,0,1,6,6,1957,1957,777,1244,1,1244,0,1244,1,1,3,1,6,2,1,0,40,0,5,2007,150000
523,50,5000,1,0,1.5,6,7,1947,1950,399,1004,1,1004,660,1664,2,0,3,1,7,2,2,0,24,0,10,2006,159000
524,60,40094,1,0,2,10,5,2007,2008,2260,3138,1,3138,1538,4676,3,1,3,1,11,1,3,208,406,0,10,2007,184750
525,60,11787,1,0,2,7,5,1996,1997,719,1379,1,1383,1015,2398,2,1,3,1,8,1,3,239,60,0,8,2007,315750
526,20,7500,1,0,1,7,5,2005,2005,0,1257,1,1266,0,1266,2,0,3,1,6,1,2,38,144,0,4,2006,176000
527,20,13300,1,0,1,5,7,1956,2000,377,928,1,928,0,928,1,0,2,1,4,0,1,261,0,0,6,2007,132000
528,60,14948,1,0,2,9,5,2008,2008,1330,1452,1,1476,1237,2713,2,1,3,1,11,1,3,126,66,0,11,2008,446261
529,30,9098,1,0,1,4,7,1920,2002,348,528,1,605,0,605,1,0,2,1,5,0,0,0,0,0,7,2007,86000
530,20,32668,1,0,1,6,3,1957,1975,1219,2035,1,2515,0,2515,3,0,4,2,9,2,2,0,0,0,3,2007,200624
531,80,10200,1,0,1,6,5,1988,1989,783,1461,1,1509,0,1509,2,0,3,1,5,1,2,224,0,0,8,2008,175000
532,70,6155,1,0,2,6,8,1920,1999,0,611,1,751,611,1362,2,0,3,1,6,0,2,0,0,0,6,2008,128000
533,20,7200,1,0,1,5,7,1955,2007,0,0,1,827,0,827,1,0,2,1,5,1,1,0,0,0,4,2010,107500
534,20,5000,1,0,1,1,3,1946,1950,0,0,0,334,0,334,1,0,1,1,2,0,0,0,0,0,1,2007,39300
535,60,9056,1,0,2,8,5,2004,2004,0,707,1,707,707,1414,2,1,3,1,6,1,2,100,35,0,10,2006,178000
536,190,7000,0,0,2,5,7,1910,1991,969,1117,1,820,527,1347,1,0,3,1,5,0,0,85,0,0,1,2008,107500
537,60,8924,1,0,2,7,5,1998,1999,0,880,1,880,844,1724,2,1,3,1,8,0,2,120,155,0,7,2008,188000
538,20,12735,1,0,1,4,5,1972,1972,600,864,1,864,0,864,1,0,3,1,5,0,2,216,0,0,4,2008,111250
539,20,11553,1,0,1,5,5,1968,1968,673,1051,1,1159,0,1159,1,1,3,1,7,1,1,466,0,0,7,2006,158000
540,20,11423,1,0,1,8,5,2001,2002,1358,1581,1,1601,0,1601,2,0,3,1,6,1,2,180,0,0,5,2010,272000
541,20,14601,1,0,1,9,5,2006,2006,1260,1838,1,1838,0,1838,2,0,2,1,8,1,3,270,68,0,3,2009,315000
542,60,11000,1,0,2,8,5,2000,2000,0,969,1,997,1288,2285,2,1,4,1,8,1,3,0,56,0,6,2007,248000
543,20,10140,1,0,1,7,5,1998,1999,144,1650,1,1680,0,1680,2,0,3,1,7,1,2,78,73,0,6,2009,213250
544,120,4058,0,0,1,7,5,1998,1998,584,723,1,767,0,767,1,0,1,1,4,0,1,120,40,0,6,2007,133000
545,60,17104,1,1,2,7,5,2006,2006,554,654,1,664,832,1496,2,1,3,1,7,1,2,100,24,0,9,2006,179665
546,50,13837,1,0,1.5,7,5,1988,1988,1002,1204,1,1377,806,2183,2,1,4,1,9,0,3,0,0,0,2,2006,229000
547,50,8737,1,0,1.5,6,7,1923,1950,300,1065,1,915,720,1635,1,1,3,1,6,1,2,0,38,0,5,2007,210000
548,85,7244,1,0,1,5,7,1970,1970,619,768,1,768,0,768,1,0,2,1,5,0,2,104,0,0,4,2007,129500
549,20,8235,1,0,1,5,7,1955,1995,180,825,1,825,0,825,1,0,2,1,4,0,2,140,50,0,6,2008,125000
550,60,9375,1,0,2,7,5,2003,2004,0,912,1,912,1182,2094,2,1,4,1,8,1,2,182,182,0,11,2009,263000
551,120,4043,0,0,1,6,6,1977,1977,559,1069,1,1069,0,1069,2,0,2,1,4,0,2,0,55,0,10,2008,140000
552,20,6000,1,1,1,5,6,1957,1957,308,928,1,928,0,928,1,0,3,1,5,0,1,0,0,0,6,2008,112500
553,20,11146,1,0,1,8,5,2006,2006,0,1709,1,1717,0,1717,2,0,3,1,7,1,3,169,39,0,7,2009,255500
554,20,8777,1,0,1,4,5,1949,2003,0,0,1,1126,0,1126,2,0,2,1,5,0,2,0,96,0,5,2009,108000
555,60,10625,1,0,2,7,5,2003,2004,866,998,1,1006,1040,2046,2,1,3,1,8,1,3,320,62,0,8,2008,284000
556,45,6380,1,0,1.5,5,6,1922,1950,0,993,1,1048,0,1048,1,0,2,1,5,1,1,0,0,0,8,2006,113000
557,20,14850,1,0,1,5,5,1957,1957,895,1092,1,1092,0,1092,1,0,2,1,6,1,1,268,0,0,5,2006,141000
558,50,11040,1,0,1.5,4,6,1920,1950,637,637,1,897,439,1336,1,1,3,1,7,0,1,0,47,0,9,2006,108000
559,60,21872,1,0,2,7,5,1996,1997,604,729,1,729,717,1446,2,1,3,1,6,1,2,264,22,0,8,2008,175000
560,120,3196,0,0,1,7,5,2003,2004,0,1374,1,1557,0,1557,2,0,2,1,7,1,2,143,20,0,10,2006,234000
561,20,11341,1,1,1,5,6,1957,1996,1302,1392,1,1392,0,1392,1,1,3,1,5,1,2,0,0,0,5,2010,121500
562,20,10010,1,0,1,5,5,1974,1975,1071,1389,1,1389,0,1389,1,0,2,1,6,1,2,240,38,0,4,2006,170000
563,30,13907,1,0,1,5,6,1940,1969,290,996,1,996,0,996,1,0,3,1,6,1,0,144,0,0,7,2008,108000
564,50,21780,1,0,1.5,6,7,1918,1950,0,1163,1,1163,511,1674,2,0,4,1,8,1,2,72,36,0,7,2008,185000
565,60,13346,1,0,2,7,5,1992,2000,728,1095,1,1166,1129,2295,2,1,4,1,9,1,2,0,40,0,7,2006,268000
566,70,6858,1,0,2,6,4,1915,1950,0,806,0,841,806,1647,1,1,4,1,6,0,1,0,66,0,5,2010,128000
567,60,11198,1,0,2,9,5,2005,2007,0,1122,1,1134,1370,2504,2,1,4,1,11,1,3,144,39,0,6,2008,325000
568,20,10171,1,0,1,7,5,2004,2004,2,1517,1,1535,0,1535,2,0,3,1,7,0,2,0,0,0,3,2010,214000
569,50,12327,1,0,1.5,8,8,1983,2009,1441,1496,1,1496,636,2132,1,1,1,1,5,1,2,349,40,0,9,2009,316600
570,90,7032,0,0,1,5,5,1979,1979,943,943,1,943,0,943,1,0,2,1,4,2,2,42,0,0,12,2006,135960
571,90,13101,0,1,1,5,5,1965,1965,231,1728,1,1728,0,1728,2,0,6,2,10,0,2,0,0,0,11,2008,142600
572,20,7332,1,1,1,6,6,1959,1959,414,864,1,864,0,864,1,0,2,1,4,0,1,168,0,0,10,2006,120000
573,60,13159,1,0,2,7,5,2009,2009,0,846,1,846,846,1692,2,1,3,1,6,0,2,208,114,0,7,2009,224500
574,80,9967,1,0,1,7,5,2000,2000,0,384,1,774,656,1430,2,1,3,1,8,1,2,100,0,0,12,2007,170000
575,80,10500,1,0,1,5,7,1971,2005,349,372,1,576,533,1109,1,0,3,1,5,0,1,35,0,0,12,2007,139000
576,50,8480,1,0,1.5,5,5,1947,1950,442,832,1,832,384,1216,1,0,2,1,6,0,1,158,0,0,10,2008,118500
577,50,6292,1,0,1.5,7,7,1928,1950,0,861,1,877,600,1477,2,0,3,1,6,1,1,0,50,0,8,2009,145000
578,80,11777,1,0,1,5,6,1966,1966,328,1164,1,1320,0,1320,1,0,3,1,6,2,2,160,68,0,5,2006,164500
579,160,3604,0,0,2,7,5,2007,2007,0,689,1,703,689,1392,2,0,2,1,5,0,2,0,102,0,2,2008,146000
580,50,12150,1,1,1.5,5,5,1954,1954,0,1050,0,1050,745,1795,2,0,4,1,7,0,1,0,0,0,11,2008,131500
581,20,14585,1,0,1,6,6,1960,1987,594,1144,1,1429,0,1429,1,0,3,1,7,2,2,216,110,0,6,2007,181900
582,20,12704,1,0,1,8,5,2008,2009,0,2042,1,2042,0,2042,2,1,3,1,8,1,3,0,90,0,8,2009,253293
583,90,11841,0,0,1,6,5,1990,1990,816,816,1,816,0,816,1,0,3,1,5,0,0,0,32,0,5,2007,118500
584,75,13500,1,1,2,10,9,1893,2000,0,1237,1,1521,1254,2775,3,1,3,1,9,1,2,105,502,0,7,2008,325000
585,50,6120,1,0,1.5,4,7,1935,1995,0,884,1,989,584,1573,1,0,3,1,6,0,1,0,0,0,7,2009,133000
586,20,11443,1,0,1,8,5,2005,2006,1460,1868,1,2028,0,2028,2,0,2,1,7,2,3,326,66,0,3,2006,369900
587,30,10267,1,0,1,6,7,1918,2000,210,816,1,838,0,838,1,0,2,1,5,0,1,0,0,0,5,2008,130000
588,85,8740,1,0,1,5,6,1982,1982,672,840,1,860,0,860,1,0,2,1,4,0,2,0,0,0,7,2009,137000
589,20,25095,1,0,1,5,8,1968,2003,1324,1437,1,1473,0,1473,1,0,1,1,5,2,1,0,48,0,6,2009,143000
590,40,9100,1,0,1,5,6,1930,1960,0,742,1,779,0,935,1,0,2,1,4,0,1,0,0,0,8,2008,79500
591,60,8320,1,0,2,7,5,2004,2004,490,770,1,770,812,1582,2,1,3,1,6,0,2,0,45,0,9,2008,185900
592,60,13478,1,0,2,10,5,2008,2008,1338,1722,1,1728,568,2296,2,1,3,1,10,1,3,382,274,0,6,2009,451950
593,20,6600,1,0,1,5,8,1982,2003,816,816,1,816,0,816,1,0,2,1,4,0,2,0,0,0,6,2008,138000
594,120,4435,0,0,1,6,5,2003,2003,685,848,1,848,0,848,1,0,1,1,4,0,2,140,0,0,5,2009,140000
595,20,7990,1,1,1,5,6,1975,1975,0,924,1,924,0,924,1,0,3,1,5,0,1,0,0,0,4,2008,110000
596,20,11302,1,0,1,8,5,2005,2006,1422,1814,1,1826,0,1826,2,0,3,1,7,1,3,180,75,0,8,2006,319000
597,70,3600,1,0,2,6,7,1910,1993,0,684,0,684,684,1368,1,0,3,1,7,0,1,0,158,0,10,2006,114504
598,120,3922,0,0,1,7,5,2006,2007,0,1258,1,1402,0,1402,0,2,2,1,7,1,3,120,16,0,2,2007,194201
599,20,12984,1,1,1,5,6,1977,1977,1283,1430,1,1647,0,1647,2,0,3,1,7,1,2,0,0,0,3,2006,217500
600,160,1950,0,0,2,6,6,1980,1980,81,716,1,716,840,1556,2,1,3,1,6,1,2,161,0,0,7,2008,151000
601,60,10927,1,1,2,8,5,2005,2005,546,1058,1,1058,846,1904,2,1,3,1,8,1,2,179,60,0,6,2006,275000
602,50,9000,1,0,1.5,6,6,1937,1950,0,780,1,780,595,1375,1,1,3,1,6,1,1,0,162,0,12,2007,141000
603,60,10041,1,0,2,8,5,1992,1992,789,908,1,927,988,1915,2,1,3,1,8,1,2,120,150,0,2,2006,220000
604,160,3182,0,0,2,7,5,2004,2005,0,600,1,600,600,1200,2,1,2,1,4,0,2,0,172,0,6,2010,151000
605,20,12803,1,1,1,7,5,2002,2002,922,1494,1,1494,0,1494,2,0,3,1,6,1,2,192,36,0,9,2008,221000
606,60,13600,1,0,2,7,6,1965,1990,454,768,1,1186,800,1986,2,1,3,1,7,3,2,0,42,0,10,2009,205000
607,20,12464,1,0,1,5,5,1996,1996,732,1040,1,1040,0,1040,1,0,3,1,6,0,2,168,0,0,11,2009,152000
608,20,7800,1,0,2,5,8,1948,2002,603,896,1,1112,896,2008,3,0,3,1,8,0,1,103,0,0,8,2006,225000
609,70,12168,1,0,2,8,6,1934,1998,428,965,1,1940,1254,3194,2,1,4,1,10,2,2,0,0,0,9,2007,359100
610,20,7943,1,0,1,4,5,1961,1961,903,1029,1,1029,0,1029,1,0,3,1,5,0,1,64,0,0,4,2007,118500
611,60,11050,1,0,2,9,5,2000,2000,904,1440,1,1476,677,2153,2,1,3,1,8,2,3,253,142,0,5,2009,313000
612,80,10395,1,0,1,6,6,1978,1978,605,1032,1,1032,0,1032,2,0,3,1,6,1,2,0,0,0,7,2007,148000
613,60,11885,1,0,2,8,5,2001,2001,990,1299,1,1299,573,1872,2,1,3,1,7,1,2,160,122,0,11,2009,261500
614,20,8402,1,0,1,5,5,2007,2007,206,1120,1,1120,0,1120,1,0,3,1,6,0,0,0,30,0,12,2007,147000
615,180,1491,0,0,1,4,6,1972,1972,150,630,1,630,0,630,1,0,1,1,3,0,0,96,24,0,5,2010,75500
616,85,8800,1,1,1,6,7,1963,1963,763,936,1,1054,0,1054,1,0,3,1,6,0,2,120,0,0,5,2010,137500
617,60,7861,1,0,2,6,5,2002,2003,457,783,1,807,702,1509,2,1,3,1,7,1,2,100,75,0,6,2006,183200
618,45,7227,1,0,1.5,6,6,1954,1954,0,832,1,832,0,832,1,0,2,1,4,0,2,0,0,0,6,2008,105500
619,20,11694,1,0,1,9,5,2007,2007,48,1822,1,1828,0,1828,2,0,3,1,9,1,3,0,108,0,7,2007,314813
620,60,12244,1,0,2,8,5,2003,2003,871,1482,1,1482,780,2262,2,1,4,1,10,2,3,168,0,0,8,2008,305000
621,30,8248,1,0,1,3,3,1914,1950,41,864,0,864,0,864,1,0,2,1,5,0,0,0,0,0,9,2008,67000
622,60,10800,1,0,2,6,7,1974,1997,956,1522,1,1548,1066,2614,2,1,4,1,9,1,2,38,243,0,6,2008,240000
623,20,7064,1,0,1,5,6,1977,1977,560,980,1,980,0,980,1,0,3,1,6,0,2,192,0,0,7,2009,135000
624,160,2117,0,0,2,6,5,2000,2000,420,756,1,756,756,1512,2,1,2,1,4,1,2,0,32,0,6,2007,168500
625,60,10400,1,1,2,6,5,1972,1972,247,732,1,1012,778,1790,1,2,4,1,8,1,2,148,0,0,11,2006,165150
626,20,10000,1,0,1,6,6,1962,1962,0,1116,1,1116,0,1116,1,1,3,1,5,0,2,0,0,0,2,2010,160000
627,20,12342,1,0,1,5,5,1960,1978,0,978,1,1422,0,1422,1,0,3,1,6,1,1,0,0,0,8,2007,139900
628,80,9600,1,0,1,6,6,1955,1972,674,1156,1,1520,0,1520,1,0,3,1,7,2,1,0,0,0,3,2010,153000
629,60,11606,1,0,2,5,5,1969,1969,650,1040,1,1040,1040,2080,1,2,5,1,9,2,2,335,0,0,9,2007,135000
